Rep,Last Activity Date,DS Last Activity Date,CED,CUSTOMER,Future $,DS Future $,Comments,DS Comments,COMPANY_NAME,CONTACT_NAME,ADDRESS,SUITE_NUMBER,CITY,POSTAL,PHONE,ACCOUNT,WEEKLY, SELECTED SIC ,DISTRICT CODE,FRENCH_PREFERRED_CORRESPONDENCE,POPULATION CODE,SIC DISCRIPTION,,A,2
,,,,,,,,,BROOKDALE COMMUNITY CTR,,421 MCNAUGHTON AVE,,BROOKDALE,R0K 0G0,2043542266,,,794104,,,,STADIUMS ARENAS & ATHLETIC FIELDS,,CRAIG,
,,,,,,,,,BROOKDALE ELEMENTARY SCHOOL,"SELEWICH, DENISE",15 AGATE ST,,BROOKDALE,R0K 0G0,2043542166,,,821103,,,,SCHOOLS,SELEWICH,MEAGHAN,PRESIDENT
,,,END 2017,NO,,,,,BROOKDALE MALL,,205-320 MAIN ST,"STEINBACH, MB R5G 1Z1",STEINBACH,R5G 1Z1,,2640,,,,,,,,,
,,,,,,,,,BROOKDALE PLUMBING & HTG LTD,"SCHALLA, BRIAN",110 PARAMOUNT RD,,WINNIPEG,R2X 2W3,2046339500,,,171102,,,,HEATING CONTRACTORS,SCHALLA,MATT,OWNER
,,,,,,,,,BROOKLANDS ACTIVE LIVING CTR,"STEINKE, ALICE",1960 WILLIAM AVE W,,WINNIPEG,R2R 0C4,2046328367,,,864108,,,,CLUBS,STEINKE,JUSTIN,OWNER
,,,,,,,,,BROOKLANDS DAY CARE CTR INC,"MONT, JEANNE",1950 PACIFIC AVE W,,WINNIPEG,R2R 0G4,2046321367,,,835101,,,,CHILD CARE SERVICE,MONT,SANDI,MANAGER
,,,,,,,,,BROOKLANDS INN,"POPOFF, CINDY",8 KEEWATIN ST,,WINNIPEG,R3E 3B7,2046339707,,,701101,,,,HOTELS & MOTELS,POPOFF,TOM,EXEC DIRECTOR
,,,,,,,,,BROOKLANDS INN BEER STORE,"ST JERMAINE, DARCY",7 KEEWATIN ST,,WINNIPEG,R3E 3B6,2047752129,,,592104,,,,BEER & ALE-RETAIL,ST JERMAINE,ERIN,PARTNER
,,,,,,,,,BROOKLANDS SCHOOL,"FERGUSON-BAIRD, REX",1950 PACIFIC AVE W,,WINNIPEG,R2R 0G4,2046339630,,,821103,,,,SCHOOLS,FERGUSON-BAIRD,SHANNON,OWNER
,,,,,,,,,BROOKS FINANCIAL,,99 SCURFIELD BLVD,145,WINNIPEG,R3Y 1Y1,2045941020,,,628205,,,,FINANCIAL PLANNING CONSULTANTS,,,
,,,,,,,,,BROOKS PLUMBING & HEATING,,453 CENTENNIAL ST,,WINNIPEG,R3N 1P8,2044883790,,,171105,,,,PLUMBING CONTRACTORS,,,
,,,,,,,,,BROOKSIDE AUTOBODY,"CABRAL, TONY",180 PARK LANE AVE,,WINNIPEG,R2R 0K2,2046326225,,,753201,,,,AUTOMOBILE BODY-REPAIRING & PAINTING,CABRAL,HEATHER,OWNER
,,,,,,,,,BROOKSIDE CEMETERY,"SAXBY, JANE",3001 NOTRE DAME AVE,,WINNIPEG,R3H 1B8,2049864348,,,655302,,,,CEMETERIES,SAXBY,ROD,CEO
,,,,,,,,,BROOKSIDE MEMORIALS LTD,"LARKINS, RAY",3000 NOTRE DAME AVE,,WINNIPEG,R3H 1B9,2046336397,,,599925,,,,PLAQUES,LARKINS,IAN,PRESIDENT
,,,,,,,,,BROOKWOOD INTERIORS LTD,"RILEY, BARRY",454 DUFFERIN AVE,,WINNIPEG,R2W 2Y5,2045890025,,,152103,,,,GENERAL CONTRACTORS,RILEY,GARTH,OWNER
,,,,,,,,,BROOKWOOD INTERIORS LTD,,244 OXFORD ST,,WINNIPEG,R3M 3J6,2044880036,,,152103,,,,GENERAL CONTRACTORS,,,
,,,,no,,,,,BROQUERIE HOTEL,LUC TETRAULT,3 PIGNONS ST,,LA BROQUERIE,R0A 0W0,2044245302,,,75102,2,,1,ANIMAL HOSPITALS,,A,2
,,,,,,,,,BROTHER BEAR BUS,"COMEAU, VICKIE",3000 ST MARY'S RD,,WINNIPEG,R2N 4J6,2042571185,,,414201,,,,BUSES-CHARTER & RENTAL,COMEAU,JOHN,OWNER
,,,,,,,,,BROTHERS AUTOBODY & PAINT LTD,"VAN RYCKEGHEM, RONALD",518 ARCHIBALD ST,,WINNIPEG,R2J 0X5,2042376299,,,753201,,,,AUTOMOBILE BODY-REPAIRING & PAINTING,VAN RYCKEGHEM,DILLON,OWNER
,,,,,,,,,BROTHERS LOCK & SAFE,"SACKNEY, RANDY",607 WALL ST,,WINNIPEG,R3G 2T5,2047745474,,,504418,,,,SAFES & VAULTS (WHLS),SACKNEY,MARK,OWNER
,,,,,,,,,BROTHERS PHARMACY LTD,"WATTS, MIKE",542 SELKIRK AVE,,WINNIPEG,R2W 2M9,2045862074,,,591205,,,,PHARMACIES,WATTS,SHANNON,OWNER
,,,,,,,,,BROTHERS WOODWORKING,"HOFER, ROBERT",28 PROSPECT J PARK RD,,PORTAGE-LA-PR,R1N 3B9,2048573033,,,175103,,,,CABINET MAKERS,HOFER,BILL,MANAGER
,,,,,,,,,BROWEL'S MANUFACTURING LTD,"HERMANN, REGAN",661 HODDINOTT RD,,EAST ST PAUL,R2E 1B7,2044530825,,,399974,,,,IDENTIFICATION EQUIP & SUPLS-MFRS,HERMANN,SHAWN,SITE MANAGER
,,,,,,,,,BROWN & ASSOC LAW OFFICE,"BROWN, MONA",71 MAIN ST S,,CARMAN,R0G 0J0,2047452028,,,738979,,,,NOTARIES-PUBLIC,BROWN,TONY,MANAGER
,,,,no,,,,,BROWN & RUTHERFORD LTD,DONALD BOND,5 SUTHERLAND AVE,,WINNIPEG,R2W 3B6,2049420701,,,551102,11,,9,AUTOMOBILE DEALERS-NEW CARS,,A,2
,,,,,,,,,BROWN & SON CONSTRUCTION,"BROWN, JOANNE",46 MCLENNAN RD,,ST ANDREWS,R1A 2W7,2046686764,,,177105,,,,CONCRETE CONTRACTORS,BROWN,PHILL,MANAGER
,,,,,,,,,BROWN & SONS CONSTRUCTION,,411 YOUNG AVE,,SELKIRK,R1A 1J5,2047859468,,,154213,,,,BUILDING CONTRACTORS,,,
,,,,,,,,,BROWN SEPTIC SVC & PORT-A-POT,"BROWN, HOWARD",60 FIRST AVE,,LOWE FARM,R0G 1E0,2047468284,,,171107,,,,SEPTIC TANKS/SYSTEMS-CLEANING/REPAIRING,BROWN,PERRY,OWNER
,,,,,,,,,BROWNELL FINANCIAL SVC INC,"BROWNELL, JOHN",100 OSBORNE ST N,,WINNIPEG,R3C 1V3,2049468173,,,628205,,,,FINANCIAL PLANNING CONSULTANTS,BROWNELL,ERNEST,SITE MANAGER
,,,,,,,,,BROWN'S BISTRO,"BROWN, CORY",1815 MIDDLETON AVE,,BRANDON,R7C 1A7,2047258280,,,581208,,,,RESTAURANTS,BROWN,HENRY,OWNER
,,,,,,,,,BROWN'S DRUG STORE,"LING, THOMAS",239 HENDERSON HWY,,WINNIPEG,R2L 1M1,2046680793,,,591205,,,,PHARMACIES,LING,CHRIS,OFFICE MANAGER
,,,,,,,,,BROWNS PLUMBING & HEATING LTD,"BROWN, GARRY",423 MAIN ST,,STEINBACH,R5G 1Z6,2043269571,,,171105,,,,PLUMBING CONTRACTORS,BROWN,LAUREN,PARTNER
,,,,,,,,,BROWN'S PLUMBING & HEATING LTD,"BROWN, GARY",158 BOYNE AVE W,1,MORRIS,R0G 1K0,2047462723,,,171105,,,,PLUMBING CONTRACTORS,BROWN,PERRY,MANAGER
,,,,,,,,,BROWNS SHOE SHOPS,"PROST, KATY",1225 ST JAMES ST,,WINNIPEG,R3H 0K9,2042536184,,,566101,,,,SHOES-RETAIL,PROST,DIANA,EXEC DIRECTOR
,,,,,,,,,BROWNS SOCIAL HOUSE,,1750 PLESSIS RD,207,WINNIPEG,R3W 0H5,2042221600,,,581208,,,,RESTAURANTS,,,
,,,,YES,,,,,BROWS BY G,,2-1682 GRANT AVENUE,"WINNIPEG, MB R3N 0M7",WINNIPEG,R3N 0M7,(204)488-2769,6424,,,,,,,,,
,,,,,,,,,BRUCE D CAMPBELL FARM & FOOD,"GRAHN, MYRNA",1290 RESEARCH STATION RD,,GLENLEA,R0G 0S0,2048832524,,,541104,,,,FOOD PRODUCTS-RETAIL,GRAHN,LISA,MANAGER
,,,,no,,,,,BRUCE MIDDLE SCHOOL,WALT LIPINSKI,333 BOOTH DR,,WINNIPEG,R3J 3M8,2048881990,,,526108,11,,9,NURSERYMEN,,A,OWNER
,,,END 2015,NO,,,,,BRUCE TOOTH,,HWY 331 EAST,"OAKVILLE, MB R0H 0Y0",OAKVILLE,R0H 0Y0,(204)267-2398,2554,,,,,,,,,
,,,END 2006,NO,,,,,BRUCE'S BIG WAY FOODS,"JACKSON, GRANT",310 KING ST E,,VIRDEN,R0M 2C0,2047481357,2957,,541105,,,,GROCERS-RETAIL,JACKSON,LYN,OWNER
,,,,,,,,,BRUCE'S SERVICE CTR,"TEAGUE, BRUCE",453 DUFFERIN AVE,,WINNIPEG,R2W 2Y4,2042181833,,,753801,,,,AUTOMOBILE REPAIRING & SERVICE,TEAGUE,DAVE,GENERAL MGR
,,,,,,,,,BRUCE'S SEWAGE SVC,"MARTIN, BRUCE",SW 33-17-13W,,GLENELLA,R0J 0V0,2043862854,,,171107,,,,SEPTIC TANKS/SYSTEMS-CLEANING/REPAIRING,MARTIN,DARRYL,OWNER
,,,,YES,,,,,BRUGGER WEALTH MANAGEMENT,"BRUGGER, DENNIS",2800A VICTORIA AVE,,BRANDON,R7B 3X1,2045715300,1864,,621111,,,,INVESTMENTS,BRUGGER,RON,MANAGER
,,,,,,,,,BRUMMITT-FEASBY ALS HOUSE,"MC PHILLIPS, PATRICK",106 KIRBY DR,,WINNIPEG,R2Y 0E8,2048311510,,,805908,,,,HOSPICES,MC PHILLIPS,ANDREW,OWNER
,,,,YES,,,,,BRUNET CONSTRUCTION,"GREG, DAVID",HWY 75 S,,MORRIS,R0G 1K0,2047468894,2026,,161102,,,,ROAD BUILDING CONTRACTORS,GREG,SHIRLEY,OWNER
,,,,,,,,,BRUNET CONSTRUCTION,"BRUNET, ADRIEN",840 MAIN ST S,,MORRIS,R0G 1K0,2047468894,,,161102,,,,ROAD BUILDING CONTRACTORS,BRUNET,SHAUN,OWNER
,,,,,,,,,BRUNET LAMBERT HM RENOVATIONS,,11 HEATHER RD,,WINNIPEG,R2J 1K8,2049979052,,,152103,,,,GENERAL CONTRACTORS,,,
,,,,,,,,,BRUNET MONUMENTS,"BRUNET, CHARLES",405 BERTRAND ST,,WINNIPEG,R2H 0P4,2042337864,,,336601,,,,BRONZE (MFRS),BRUNET,HOWARD,OWNER
,,,,,,,,,BRUNKILD ESSO,"POERSCH, LEN",332 HWY 3 & PTH,,BRUNKILD,R0G 0E0,2047362336,,,554101,,,,SERVICE STATIONS-GASOLINE & OIL,POERSCH,JENNIFER,OWNER
,,,,,,,,,BRUNKILD MEMORIAL REC CTR,"KAMINSKY, BRENDEN",PR 305,,BRUNKILD,R0G 0E0,2047362966,,,799701,,,,RECREATION CENTERS,KAMINSKY,DARLENE,MANAGER
,,,,,,,,,BRUNKILD SOESSO,"ZHANG, JINGFENG",1 RAILWAY AVE,,BRUNKILD,R0G 0E0,2047363388,,,519102,,,,FARM SUPPLIES (WHLS),ZHANG,,
,,,,,,,,,BRUNN'S MOBILE CARPET-UPHLSTRY,"BRUNN, STAN",513 1ST ST,,MORDEN,R6M 1R5,2048225311,,,721701,,,,UPHOLSTERY CLEANERS,BRUNN,ALLAN,MANAGER
,,,,,,,,,BRUNO BERNARDIN & SON,,3 ELIE ST E,,ELIE,R0H 0H0,2043532702,,,152103,,,,GENERAL CONTRACTORS,,,
,,,,,,,,,BRUNSWICK AUTO BODY,"GIESBRECHT, JERRY",1176 BRUNSWICK ST,,WINNIPEG,R2G 3G3,2046671805,,,753201,,,,AUTOMOBILE BODY-REPAIRING & PAINTING,GIESBRECHT,URSULA,
,,,,,,,,,BRUNSWICK FILING SYSTEMS INC,"STASIUK, DAWN",1679 BURROWS AVE,1,WINNIPEG,R2X 3B5,2046974527,,,254205,,,,SHELVING-MANUFACTURERS,STASIUK,CHRIS,OWNER
,,,,,,,,,BRUNSWICK MANAGEMENT CORP,"LAMBERT, STANLEY",231 SASKATCHEWAN AVE E,,PORTAGE-LA-PR,R1N 0L7,2048578833,,,874201,,,,BUSINESS MANAGEMENT CONSULTANTS,LAMBERT,ARIE,OWNER
,,,,,,,,,BRUSH FIRE CERAMIC STUDIO LTD,"SMITH, CASSANDRA",1700 CORYDON AVE,20,WINNIPEG,R3N 0K1,2044751213,,,594514,,,,CERAMIC PRODUCTS-DECORATIVE,SMITH,JASON,MANAGER
,,,,,,,,,BRUSH PUPPIES,"MEEK, RHEA",131 PETRIW BAY,,WINNIPEG,R2R 1K2,2046946982,,,75204,,,,PET WASHING & GROOMING,MEEK,DAVE,OWNER
,,,,,,,,,BRUSHFIRESIGN.COM,"GILFIX, JEFF",335 MCPHILLIPS ST,,WINNIPEG,R3E 2K9,2047727446,,,399302,,,,SIGNS (MFRS),GILFIX,NANCY,MANAGER
,,,,,,,,,BRYDGES & TAYLOR VETERINARY,"TAYLOR, FAWCETT G DVM",35 MAIN ST W,,NEEPAWA,R0J 1H0,2044765677,,,74201,,,,VETERINARIANS,TAYLOR,SARAH,OWNER
,,,,,,,,,BRYDGES PROPERTY MANAGEMENT,"BRYDGES, BRENDA",1271 SARGENT AVE,2,WINNIPEG,R3E 0G3,2044899510,,,651301,,,,CONDOMINIUMS,BRYDGES,DALE,SITE MANAGER
,,,,,,,,,BRYDGES PROPERTY MANAGEMENT,,1880 ELLICE AVE,,WINNIPEG,R3H 0B9,2044899510,,,651301,,,,CONDOMINIUMS,,,
,,,,,,,,,BRYDGES PROPERTY MANAGEMENT,,20 18TH ST,5J,BRANDON,R7A 5A3,2047175035,,,653108,,,,REAL ESTATE MANAGEMENT,,,
,,,,,,,,,BRYNGELSON & ASSOC INC,"BRYNGELSON, JOHN",2989 PEMBINA HWY,211,WINNIPEG,R3T 2H5,2044884226,,,874203,,,,PERSONNEL CONSULTANTS,BRYNGELSON,BRUCE,RELIGIOUS DIR
,,,,,,,,,"BRYSON, ERIN",,103 SASKATCHEWAN AVE E,,PORTAGE-LA-PR,R1N 0L7,2042390006,,,872101,,,,ACCOUNTANTS,BRYSON,,
,,,,,,,,,BRYSON'S GIFT & CONVENIENCE,"BRYSON, ELAINE",606 SASKATCHEWAN AVE W,,PORTAGE-LA-PR,R1N 0M6,2048574267,,,594712,,,,GIFT SHOPS,BRYSON,PETER,OWNER
,,,,,,,,,BSD SOLUTIONS LTD,"DRIVER, DARRELL",55 FURNITURE PARK,200,WINNIPEG,R2G 3W1,2046614600,,,382204,,,,CONTROLS CONTROL SYSTEMS/REGULATORS-MFRS,DRIVER,STEVE,PRESIDENT
,,,,YES,,,,,BSI INSURANCE,,B-630 THORNHILL STREET,"MORDEN, MB R6M 1E8",MORDEN,R6M 1E8,(204)822-5406,2122,,,,,,,,,
,,,,YES,,,,,BSI INSURANCE BROKERS,,955C MAIN STREET,"WINKLER, MB R6W 4A4",WINKLER,R6W 4A4,(204)331-1253,4440,,,,,,,,,
,,,,,,,,,BSI INSURANCE BROKERS LTD,"LOEWEN, IRV",67 2ND ST NW,,ALTONA,R0G 0B1,2043248666,,,641112,,,,INSURANCE,LOEWEN,PAT,VICE PRESIDENT
,,,,,,,,,BSI INSURANCE BROKERS LTD,"HARMS, FAYE",59 MAIN ST S,,CARMAN,R0G 0J0,2047456435,,,641112,,,,INSURANCE,HARMS,FRED,MANAGER
,,,,,,,,,BSI INSURANCE BROKERS LTD,"BARNABE, RICK",16 3 AVE E,,LETELLIER,R0G 1C0,2047372471,,,641112,,,,INSURANCE,BARNABE,JACQUES,VICE PRESIDENT
,,,,,,,,,BSI INSURANCE BROKERS LTD,"KOZAK, GEORGE",417 MAIN ST,,MANITOU,R0G 1G0,2042422277,,,641112,,,,INSURANCE,KOZAK,SHELLY,OWNER
,,,,,,,,,BSI INSURANCE BROKERS LTD,"SYLVESTRE, JOELLE",159 CH PEMBINA TRAIL,,STE AGATHE,R0G 1Y0,2048822276,,,641112,,,,INSURANCE,SYLVESTRE,SHAWN,MANAGER
,,,,,,,,,BSI INSURANCE BROKERS LTD,"LECLAIR, NICOLE",17 CENTER ST,,ST JEAN BAPTISTE,R0G 2B0,2047583408,,,641112,,,,INSURANCE,LECLAIR,KELLY,OWNER
,,,,,,,,,BSI INSURANCE BROKERS LTD,"RONDEAU, GERALD",305 3E ST,,SOMERSET,R0G 2L0,2047442643,,,641112,,,,INSURANCE,RONDEAU,DAWN,SITE MANAGER
,,,,,,,,,BSI INSURANCE BROKERS LTD,"BOSS, JUDY",3325 PEMBINA HWY,A,WINNIPEG,R3V 0A2,2042617170,,,641112,,,,INSURANCE,BOSS,ANTON,PRESIDENT
,,,,,,,,,BSI INSURANCE BROKERS LTD,"CYR, ROSE MARIE",178 PTH 12 N,20,STEINBACH,R5G 1T7,2043261349,,,641112,,,,INSURANCE,CYR,CHRIS,EXEC DIRECTOR
,,,,,,,,,BSI INSURANCE BROKERS LTD,"CHARRIERE, MICHEL",630B THORNHILL ST,,MORDEN,R6M 1E8,2048225406,,,641112,,,,INSURANCE,CHARRIERE,RICK,SITE MANAGER
,,,,,,,,,BSI INSURANCE BROKERS LTD,"SCHLAK, FLORIAN",955 MAIN ST,3,WINKLER,R6W 0L7,2043311253,,,641112,,,,INSURANCE,SCHLAK,BRIAN,PRESIDENT
,,,,,,,,,BUBBLES LAUNDROMAT & COFFEE,"FONTAINE, WAYNE",FORT ALEXANDER INDIAN RESERVE,,PINE FALLS,R0E 1M0,2043672237,,,541103,,,,CONVENIENCE STORES,FONTAINE,LARRY,OWNER
,,,,no,,,,,BUCCACINO'S CUCINA ITALIANA,JOHN COWARD,155 OSBORNE ST,,WINNIPEG,R3L 1Y7,2044528251,,,19101,11,,9,MUSHROOMS,,I,2
,,,,no,,,,,BUCHANAN SCHOOL,HENRIETTA HOCH,815 BUCHANAN BLVD,,WINNIPEG,R2Y 1N1,2048880680,,,162307,11,,9,PIPING CONTRACTORS,,I,2
,,,,,,,,,"BUCHANAN, APRIL PHD",,165 STAFFORD ST,201,WINNIPEG,R3M 2W9,2044524053,,,804922,,,,PSYCHOLOGISTS,BUCHANAN,KELLY,
,,,,,,,,,"BUCHIK, G MD",,3025 PORTAGE AVE,210,WINNIPEG,R3K 2E2,2048966100,,,801101,,,,PHYSICIANS & SURGEONS,BUCHIK,,
,,,,,,,,,BUCKBOARD EXPRESS MESSENGER,"HEMMING, GREG",1514 REGENT AVE W,1,WINNIPEG,R2C 3B4,2046975555,,,421501,,,,COURIER SERVICES,HEMMING,HAROLD,MANAGER
,,,,YES,,,,,BUCK'S AUTO (GENERAL SCRAP),,1550 SPRINGFIELD ROAD,"WINNIPEG, MB R2H 3B4",WINNIPEG,R2H 3B4,(204)925-7272,265,,,,,,,,A,2
,,,,,,,,,BUCKS AUTO PARTS,,RR 5 LCD NORTHEAST 5,,WINNIPEG,R2C 2Z2,2042245099,,,501501,,,,AUTOMOBILE PARTS-USED & REBUILT (WHLS),,,
,,,,,,,,,BUCKSAW TIMBER,"LEMKY, ANTHONY",150 4TH AVE SE,,CARMAN,R0G 0J0,2047453757,,,242604,,,,HARDWOOD FLOORING (MFRS),LEMKY,AL,SITE MANAGER
,,,,,,,,,BUCKWOLD WESTERN LTD,"KLIMAN, JEFF",70 PLYMOUTH ST,,WINNIPEG,R2X 2V7,2046337572,,,502307,,,,CARPET & RUG-DISTRIBUTORS (WHLS),KLIMAN,CRAIG,OWNER
,,,,,,,,,BUD SIMMONS MASSAGE THERAPY,"SIMMONS, BUD",301 VAUGHAN ST,,WINNIPEG,R3B 2N7,2047958866,,,729917,,,,MASSAGE THERAPISTS,SIMMONS,CRAIG,DIRECTOR
,,,,,,,,,BUDDY'S CATERING,"BUDDICK, LARRY",1355 MOUNTAIN AVE,,WINNIPEG,R2X 3B6,2046335781,,,581212,,,,CATERERS,BUDDICK,TERRY,OWNER
,,,,,,,,,BUDGET APPLIANCE,,971 CORYDON AVE,193,WINNIPEG,R3M 0X1,2042955722,,,506401,,,,APPLIANCES-HOUSEHOLD-MAJOR-SUPLS (WHLS),,,
,,,,,,,,,BUDGET BLINDS,"HERMANN, RON",216 HENDERSON HWY,,WINNIPEG,R2L 1L9,2042190464,,,571407,,,,DRAPERIES & CURTAINS-RETAIL/CUSTOM MADE,HERMANN,ARNEL M,SITE MANAGER
,,,,,,,,,BUDGET BLINDS,,381 PARK AVE E,,BRANDON,R7A 7A5,2047274766,,,571401,,,,DRAPERY INSTALLATION SERVICE,,,
,,,,no,,,,,BUDGET BUILDING MAINTENANCE,ROMEO OMINGA,1283 BOYD AVE,,WINNIPEG,R2X 1A6,2046320300,,,593217,11,,9,FURNITURE-USED,,I,2
,,,,,,,,,BUDGET ELECTRIC CO LTD,"ANDRUCHUK, MIKE",1031 BEAUTY AVE,,WINNIPEG,R2P 0E9,2046327756,,,171102,,,,HEATING CONTRACTORS,ANDRUCHUK,BERNIE,ADMINISTRATOR
,,,,,,,,,BUDGET GARAGES,"RUSK, GREG",430 SELKIRK AVE,,WINNIPEG,R2W 2M5,2045891103,,,152102,,,,GARAGE BUILDERS,RUSK,AMANDA,OWNER
,,,,,,,,,BUDGET GARAGES,,3485 ELDRIDGE AVE,,WINNIPEG,R3R 2X5,2045891103,,,152102,,,,GARAGE BUILDERS,,,
,,,,,,,,,BUDGET RENT A CAR,"FREDRICKSON, CARL",1700A WAVERLEY ST,,WINNIPEG,R3T 5V7,2049531156,,,751401,,,,AUTOMOBILE RENTING,FREDRICKSON,KENT,OWNER
,,,,,,,,,BUDGET RENT A CAR,"RADICS, LARRY",215 6TH ST,,BRANDON,R7A 3N3,2047253550,,,751401,,,,AUTOMOBILE RENTING,RADICS,NORMAND,PRESIDENT
,,,,,,,,,BUDGET TRUCK RECYCLING & RPR,"DE POURCQ, JOHN",1065 OXFORD ST W,,SPRINGFIELD,R2C 2Z2,2042223714,,,501302,,,,TRUCK EQUIPMENT & PARTS-WHOLESALE,DE POURCQ,LISA,MANAGER
,,,,,,,,,BUDGET TRUCK RENTAL,,1355 REGENT AVE W,C,WINNIPEG,R2C 3B2,2049531153,,,751303,,,,TRUCK RENTING & LEASING,,,
,,,,,,,,,BUDGET TRUCK RENTAL,"JOHAL, DON",2140 MCPHILLIPS ST,5,WINNIPEG,R2V 3C8,2049531150,,,751303,,,,TRUCK RENTING & LEASING,JOHAL,JEFF,MANAGER
,,,,,,,,,BUDGET TRUCK RENTAL,,1700 WAVERLEY ST,A,WINNIPEG,R3T 5V7,2049531156,,,751303,,,,TRUCK RENTING & LEASING,,,
,,,,,,,,,BUD'S DRAFTING SVC,"LINDSEY, LLOYD",235 PRAIRIE CRES,,BRANDON,R7B 3S5,2047270789,,,738940,,,,DRAFTING SERVICES,LINDSEY,ART,MANAGER
,,,,,,,,,BUDZ FUNERAL SVC LTD,"BURNETT, T J",124 ST PATRICK ST,,HOLLAND,R0G 0X0,2045262380,,,726103,,,,FUNERAL DIRECTORS,BURNETT,COLIN,OWNER
,,,,,,,,,BUDZ'N BLOOM DAYCARE CTR,"TODORUK, DONNA",101 HAMILTON ST,,NEEPAWA,R0J 1H0,2044763844,,,835101,,,,CHILD CARE SERVICE,TODORUK,EILEEN,OWNER
,,,,,,,,,BUECKERT & ASSOC FINANCIAL SVC,"BUECKERT, HARRY",635 ROBERTA AVE,,WINNIPEG,R2K 0K9,2049251400,,,628205,,,,FINANCIAL PLANNING CONSULTANTS,BUECKERT,KEVIN,MANAGER
,,,,,,,,,BUECKERT SOD FARM,"BUECKERT, HERMAN",13100 GREEN FARM RD,,WINKLER,R6W 4A9,2043255180,,,78203,,,,SOD & SODDING SERVICE,BUECKERT,JOHNNY,OWNER
,,,,,,,,,BUENO SUPERMARKET LTD,"BUENO, CARMEN",84 ISABEL ST,,WINNIPEG,R3A 1E9,2047862800,,,541105,,,,GROCERS-RETAIL,BUENO,CHRIS,MANAGER
,,,,,,,,,BUETI WASYLIW & ASSOC,"BUETI, KATHERINE",330 PORTAGE AVE,1710,WINNIPEG,R3C 0C4,2049890017,,,811103,,,,ATTORNEYS,BUETI,TONY,OWNER
,,,,,,,,,BUFFALO CREEK MILLS LTD,,5 PARK PL,,ALTONA,R0G 0B2,2043240214,,,204107,,,,MILLS-FLOUR OAT & BRAN (MFRS),,,
,,,,,,,,,BUFFALO DRIVER TRAINING,,415 LUCAS AVE,A,ROSSER,R0H 1E0,2046337697,,,829902,,,,DRIVING INSTRUCTION,,,
,,,,,,,,,BUFFALO GAL PICTURES,"LAING, PHYLLIS",70 ARTHUR ST,777,WINNIPEG,R3B 1G7,2049562777,,,781205,,,,MOTION PICTURE PRODUCERS & STUDIOS,LAING,ANGELA,OWNER
,,,,,,,,,BUFFALO JEANS,"WHELAN, MICEHHE",1225 ST MARY'S RD,86,WINNIPEG,R2M 5E5,2042555366,,,561106,,,,JEANS,WHELAN,PETER,OWNER
,,,,no,,,,,BUFFALO POINT RESORT,JOHN THUNDER,NW-40-1-17E,,BUFFALO POINT,R0A 2W0,2044372133,,,912102,1,,1,GOVERNMENT OFFICES-STATE,,A,2
,,,,,,,,,BUFFALO RESORTS LTD,"DUDMAN, JIM",116 TA-WA-PIT DR,,RIVERS,R0K 1X0,2048482404,,,701111,,,,RESORTS,DUDMAN,ED,OWNER
,,,,no,,,,,BUFFET SQUARE,ANDY CHUNG,2188 MCPHILLIPS ST,8,WINNIPEG,R2V 3C8,2046327333,,,171102,11,,9,HEATING CONTRACTORS,,A,2
,,,,,,,,,BUFFIE'S SALON SPA,"CANTAFIO, BUFFIE",2539 MAIN ST,8,WINNIPEG,R2V 4G4,2043342833,,,723106,,,,BEAUTY SALONS,CANTAFIO,FRAN,PRESIDENT
,,,,,,,,,BUGGY BATH,"BUCHEAL, BRUCE",500 MORAY ST,,WINNIPEG,R3J 3X2,2048375737,,,754201,,,,CAR WASHING & POLISHING,BUCHEAL,JERRY,MANAGER
,,,,,,,,,BUGGY BATH,"BUSCHER, BRUCE",1560 TAYLOR AVE,,WINNIPEG,R3N 2A7,2044894718,,,754201,,,,CAR WASHING & POLISHING,BUSCHER,ELIZA,OWNER
,,,,,,,,,BUHLE PAINTING & DECORATING,"BENSON, WAYNE",42 SPEERS RD,,WINNIPEG,R2J 1M3,2042334769,,,172101,,,,PAINTERS,BENSON,BRIAN,OWNER
,,,,YES,,,,,BUHLER ACTIVE LIVING CENTRE,,101-650 SOUTH RAILWAY AVENUE,"WINKLER, MB R6W 0L6",WINKLER,R6W 0L6,(204)331-4646,8388,,,,,,,,,
,,,,,,,,,BUHLER ACTIVE LIVING CTR,"SIEMENS, WALTER",185 MAIN ST,,WINKLER,R6W 1B4,2043314646,,,836105,,,,RESIDENTIAL CARE HOMES,SIEMENS,REG,OWNER
,,,,no,,,,,BUHLER FURNITURE,DOUG BUHLER,700 KING EDWARD ST,,WINNIPEG,R3H 1B4,2047757799,,,152103,11,,9,GARAGE BUILDERS,,A,2
,,,,no,,,,,BUHLER INDUSTRIES INC,DMITRY LYUBINOV,1260 CLARENCE AVE,,WINNIPEG,R3T 1T2,2046618711,,,861102,11,,9,ASSOCIATIONS,,A,2
,,,,no,,,,,BUHLER RECREATION PARK,STEVE MYMKO,135 MURDOCK RD,,WINNIPEG,R2C 5G2,2047772255,,,801104,11,,9,CLINICS,,A,2
,,,,yes,,,,,BUHLER TRADING,NIGEL JONES,301 MOUNTAIN ST S,,MORDEN,R6M 1X7,2048224467,8028,,138905,3,,1,MUD JACKING CONTRACTORS,,CRYSTAL,OWNER
