Rep,Last Activity Date,DS Last Activity Date,CED,CUSTOMER,Future $,DS Future $,Comments,DS Comments,COMPANY_NAME,CONTACT_NAME,ADDRESS,SUITE_NUMBER,CITY,POSTAL,PHONE,ACCOUNT,WEEKLY, SELECTED SIC ,DISTRICT CODE,FRENCH_PREFERRED_CORRESPONDENCE,POPULATION CODE,SIC DISCRIPTION,,A,2
,,,,,,,,,AAA MASTER LOCKSMITHS,"CIUNYK, KEN",702 SELKIRK AVE,,WINNIPEG,R2W 2N3,2045897810,,,769962,,,,LOCKS & LOCKSMITHS,CIUNYK,BRAD,SITE MANAGER
,,,,,,,,,AAA PARKING LOT SVC,"BANISH, KEVIN",294 EVELYN AVE,,WEST ST PAUL,R4A 4A5,2043343522,,,161104,,,,PARKING AREA/LOTS MAINTENANCE & MARKING,BANISH,GERALD,RELIGIOUS DIR
,,,,,,,,,AAA PET HOTEL SANTANA KENNEL,"MC IVER, IAN",PERIMETER & SELKIRK AVE,,WINNIPEG,R3K 2E7,2046336000,,,75210,,,,PET SERVICES,MC IVER,BILL,PRESIDENT
,,,,,,,,,AAA PLUS EXTERMINATIONS,"VAN DER LINDE, ROB",102 ALLENBY CRES,,WINNIPEG,R2C 3J2,2047775567,,,78301,,,,TREE SERVICE,VAN DER LINDE,LU,OWNER
,,,,,,,,,AAA PUMPING SVC,"PEEL, BLAKE",1490 MOLSON ST,,WINNIPEG,R2G 3S7,2049993452,,,171108,,,,SEPTIC TANKS,PEEL,DENNIS,OWNER
,,,,,,,,,AAA ROY'S RIDGID ROOTER,"KOLBUCK, ROY",429 HAROLD AVE W,,WINNIPEG,R2C 2E1,2042225306,,,171105,,,,PLUMBING CONTRACTORS,KOLBUCK,DAVID,PRINCIPAL
,,,,,,,,,AAA SECURITY,"WILLIAMS, RANDY",180 NATURE PARK WAY,,WINNIPEG,R3P 0X7,2049490078,,,506304,,,,SECURITY CONTROL EQUIP & SYSTEMS-WHLS,WILLIAMS,DENNIS,
,,,,,,,,,AAA SECURITY,"PETRASH, RHONDA",559 8TH ST,4,BRANDON,R7A 3X8,2047270094,,,506324,,,,BURGLAR ALARM SYSTEMS (WHLS),PETRASH,BOB,OWNER
,,,,,,,,,AAA SUPREME CLEANING SVC,"WIELER, RAY",53 KENVILLE CRES,,WINNIPEG,R2P 0X6,2046333986,,,721704,,,,CARPET & RUG CLEANERS,WIELER,IVY,OWNER
,,,,,,,,,AAA THERAPY AT HOME,,500 ST ANTHONY AVE,,WINNIPEG,R2V 0S5,2047828988,,,729917,,,,MASSAGE THERAPISTS,,,
,,,,,,,,,AAA VIP LIMOUSINE SVC,"BRAICH, A J",1106 FAIRFIELD AVE,,WINNIPEG,R3T 2R1,2049907186,,,411903,,,,LIMOUSINE SERVICE,BRAICH,PETER,MANAGER
,,,,,,,,,AAA WATERJET,"SMITH, RYAN",100 MCPHILLIPS ST,,WINNIPEG,R3E 2J7,2049470409,,,354403,,,,DIE CUTTING (MFRS),SMITH,DANYA,MANAGER
,,,,,,,,,AAA WINNIPEG SMLL MVE SPECLSTS,"EUGNE, JULIUS",273 SUTHERLAND AVE,,WINNIPEG,R2W 3G1,2047835356,,,421401,,,,MOVERS,EUGNE,MATT,MANAGER
,,,,,,,,,AAAA DIAMOND LIMOUSINE SVC,"BARA, GORMIT",61 MALIBU RD,,WINNIPEG,R2R 2J5,2042298453,,,411903,,,,LIMOUSINE SERVICE,BARA,CHERYL,DIRECTOR
,,,,no,,,,,A-AAA UNICITY TAXI,KHAN MIRZA,340 HARGRAVE PL,,WINNIPEG,R3C 0X5,2049253131,,,806202,11,,9,HOSPITALS,,A,2
,,,,,,,,,AAAAAAAA ALLIED AUTO,,1911 KING EDWARD ST,,WINNIPEG,R2R 0N3,2046330269,,,501402,,,,TIRE-DEALERS-USED (WHLS),,,
,,,,,,,,,A-AAA-TRIPLE-A MOVING,,48073 LAKEWOOD BLVD,35,WINNIPEG,R2J 1A3,2049475558,,,421216,,,,MOVERS-HEAVY HAULING,,,
,,,,,,,,,AA-ALBERT EXTERMINATORS,"BAKKUM, DENNIS",3336 PORTAGE AVE,297,WINNIPEG,R3K 2H9,2048855362,,,734201,,,,PEST CONTROL,BAKKUM,MAE,MANAGER
,,,,,,,,,AABCO PAWN SHOP,"WASILKA, HEATHER",547 8TH ST,2,BRANDON,R7A 3X8,2047277813,,,593229,,,,PAWNBROKERS,WASILKA,RICK,SITE MANAGER
,,,,,,,,,A-ACE MOVING,,PO BOX 21047 RPO CHARLESWOOD,,WINNIPEG,R3R 3R2,2042370533,,,421216,,,,MOVERS-HEAVY HAULING,,,
,,,,,,,,,AACTIVE COIN MACHINES LTD,"BASSET, ROBERT",41 BURNETT AVE,,WINNIPEG,R2G 1C2,2042375966,,,509101,,,,BILLIARD EQUIPMENT & SUPPLIES (WHLS),BASSET,RYAN,OWNER
,,,END 2004,NO,,,,,AACTIVE PERSONNEL SERVICES,,290 WILLIAM AVENUE,"WINNIPEG, MB R3B 0R1",WINNIPEG,R3B 0R1,(204)982-4600,9462,,,,,,,,,
,,,,,,,,,AACTIVE PERSONNEL SVC,,312 WILLIAM AVE,,WINNIPEG,R3A 1P9,2049824600,,,736103,,,,EMPLOYMENT AGENCIES & OPPORTUNITIES,,,
,,,,YES,,,,,AACTIVE PERSONNEL SVC LTD,"PETERS, KEN",125 ADELAIDE ST,,WINNIPEG,R3A 0W4,2049824600,8580,,736103,,,,EMPLOYMENT AGENCIES & OPPORTUNITIES,PETERS,MARC,PRESIDENT
,,,,,,,,,A-AFFORDABLE LOCKSMITH,"PROKOPPA, JEFFREY",PO BOX 2011 STN MAIN,,WINNIPEG,R3C 3R3,2044785000,,,769962,,,,LOCKS & LOCKSMITHS,PROKOPPA,FRANK,OWNER
,,,,,,,,,AAHC ACUPUNCTURE HEALING CTR,"HUANG, GUOJIAN",689 ST MARY'S RD,,WINNIPEG,R2M 3M8,2047752266,,,504701,,,,PHYSICAL THERAPY EQUIPMENT (WHLS),HUANG,GEORGE,CEO
,,,,YES,,,,,AALADIN SUPERIOR CLEANING SYST,,71 DON VALLEY PARKWAY,"WINNIPEG, MB R2C 2Z2",WINNIPEG,R2C 2Z2,(204)663-6618,4352,,,,,,,,,
,,,,,,,,,A-ALL-PRO PEST CONTROL,"LABONTE, PIERRE",2025 CORYDON AVE,162,WINNIPEG,R3P 0N5,2047744911,,,734201,,,,PEST CONTROL,LABONTE,DANIELLE,MANAGER
,,,,no,,,,,AALTOS GARDEN CAFE,SCOTT SHAW,2401 SASKATCHEWAN AVE W,,PORTAGE LA PRAIRIE,R1N 3L5,2048579745,,,922404,9,,1,FIRE DEPARTMENTS,,A,2
,,,,no,,,,,AALTOS GARDEN CAFE,RODRIGO HERRERA,1415 REGENT AVE W,,WINNIPEG,R2C 3B2,2046548490,,,806202,11,,9,HOSPITALS,,B,2
,,,,no,,,,,AALTOS GARDEN CAFE,RICHARD BURTON,1824 PEMBINA HWY,,WINNIPEG,R3T 2G2,2044786422,,,21398,11,,9,LIVESTOCK FEEDING,,I,2
,,,,,,,,,AALTOS GARDEN CAFE,"BACON, NICOLE",826 REGENT AVE W,,WINNIPEG,R2C 3A8,2042241681,,,581208,,,,RESTAURANTS,BACON,ROBERT,MANAGER
,,,,,,,,,AALTOS GARDEN CAFE,"SPENCE, MICHAEL",2100 MCPHILLIPS ST,,WINNIPEG,R2V 3T9,2046976752,,,581208,,,,RESTAURANTS,SPENCE,MARION,OWNER
,,,,,,,,,AALTOS GARDEN CAFE,"ELGERT, JAY",1405 ST MATTHEWS AVE,,WINNIPEG,R3G 0K5,2047898878,,,581208,,,,RESTAURANTS,ELGERT,PEYMAN,PARTNER
,,,,,,,,,AALTOS GARDEN CAFE,"SHILOF, JULIE",1125 18TH ST,,BRANDON,R7A 7C5,2047271422,,,581208,,,,RESTAURANTS,SHILOF,JAMES,OWNER
,,,,NO,,,,,AAOW ANESTHETISTS MED CORP,"TOMS, ELAINE",849 NOTRE DAME AVE,,WINNIPEG,R3E 0M4,2047756967,8724,,801101,,,,PHYSICIANS & SURGEONS,TOMS,LORNA,OWNER
,,,,,,,,,AAR MORTGAGE CORP,"KALRA, DEEPAK",823 REGENT AVE W,,WINNIPEG,R2C 3A7,2042243271,,,616201,,,,REAL ESTATE LOANS,KALRA,GEOFF,OWNER
,,,,,,,,,AARDVARK PETS,"MC FARLANE, JEFF",1604 ST MARY'S RD,2,WINNIPEG,R2M 3W5,2042567705,,,75204,,,,PET WASHING & GROOMING,MC FARLANE,HARVEY,SITE MANAGER
,,,,,,,,,AARON CONSTRUCTION SVC LTD,"GRAY, ROBERT",30 MCKENZIE ST,,WINNIPEG,R2W 4Z3,2045827663,,,171103,,,,SHEET METAL WORK CONTRACTORS,GRAY,CRAIG,OWNER
,,,,,,,,,AARON FAMILY CHIROPRACTIC CTR,"ARMSTRONG, AARON",103 3RD ST NE,,PORTAGE-LA-PR,R1N 1N8,2042402405,,,804101,,,,CHIROPRACTORS DC,ARMSTRONG,STANLEY,PARTNER
,,,,,,,,,AARON'S,,1600 REGENT AVE W,3,WINNIPEG,R2C 3B5,2044156190,,,363998,,,,HOUSEHOLD APPLIANCES NEC (MFRS),,,
,,,,,,,,,AARON'S,,1300 ELLICE AVE,320,WINNIPEG,R3G 0E9,2047747368,,,363998,,,,HOUSEHOLD APPLIANCES NEC (MFRS),,,
,,,,,,,,,AARTS ACRES,"SOER, HANS",PO BOX 48,,ST JEAN BAPTISTE,R0G 2B0,2048423231,,,21398,,,,HOGS,SOER,HELEN,SITE MANAGER
,,,,no,,,,,ABALON FOUNDATION SPECIALISTS,GERRY BONHAM,965 PACIFIC AVE,,WINNIPEG,R3E 1G3,2047832500,,,821103,11,,9,ACCOUNTANTS,,A,2
,,,,YES,,,,,ABAS ESSO,,HWY 7,"WINNIPEG, MB R3C 2E6",WINNIPEG,R3C 2E6,(204)694-9099,6858,,,,,,,,,
,,,,,,,,,ABB CANADA INC,"ARNOLD, FRED",205 HENLOW BAY,,WINNIPEG,R3Y 1G4,2044882700,,,506328,,,,CONTROLS CONTROL SYSTS/REGULATORS (WHLS),ARNOLD,BRUCE,OWNER
,,,,,,,,,ABB SUBS,,506 SELKIRK AVE,,WINNIPEG,R2W 2M7,2046156656,,,581208,,,,RESTAURANTS,,,
,,,,,,,,,ABBEY ANTIQUES & ART,"COOPER, JOHN",914 CORYDON AVE,,WINNIPEG,R3M 0Y5,2044770489,,,593202,,,,ANTIQUES-DEALERS,COOPER,KEN,MANAGER
,,,,,,,,,ABBEY RENTS,"LANGELIER, RONALD",2124 MCPHILLIPS ST,,WINNIPEG,R2V 3C7,2046335624,,,526101,,,,LAWN & GARDEN EQUIP & SUPPLIES-RETAIL,LANGELIER,H,OWNER
,,,,,,,,,ABBEY ROAD DISTRIBUTION LTD,"SYKES, JOHN",400 OAK POINT HWY,,WINNIPEG,R2R 1V1,2046946800,,,505114,,,,NAILS & TACKS (WHLS),SYKES,RHONDA,PRESIDENT
,,,,,,,,,ABBEY ROAD DRIVER TRAINING,"ROBERTSON, FRANK",812 BERESFORD AVE,,WINNIPEG,R3L 1K1,2044539160,,,829902,,,,DRIVING INSTRUCTION,ROBERTSON,BRENDA,OWNER
,,,,,,,,,ABBI'S PAYFAIR,"ABBI, SATISH",467 SARGENT AVE,,WINNIPEG,R3B 1V4,2049426908,,,541105,,,,GROCERS-RETAIL,ABBI,VICKY,OWNER
,,,,,,,,,ABBOTT CATTLE CO LTD,"ABBOTT, JAMES",33110 RD 26W,,CARMAN,R0G 0J0,2047453884,,,21101,,,,LIVESTOCK FEEDING,ABBOTT,LOUIS,OWNER
,,,END 2006,NO,,,,,ABBOTT CLINIC,,274 OSBORNE STREET N.,"WINNIPEG, MB R3C 1V8",WINNIPEG,R3C 1V8,(204)774-5272,8284,,,,,,,,,
,,,,,,,,,ABBY ROSE,,912 ROSSER AVE,,BRANDON,R7A 0L4,2047274244,,,594712,,,,GIFT SHOPS,,,
,,,,,,,,,ABBY'S CITY WIDE GARAGE DOORS,"CRANDALL, A",PO BOX 45084 RPO KILDONAN PL,,WINNIPEG,R2C 5C7,2042229035,,,521101,,,,DOORS-GARAGE,CRANDALL,TONY,OWNER
,,,,,,,,,ABC CARPET & UPHOLSTERY CARE,"CONKLIN, RICHARD",480 PAUFELD DR,,WINNIPEG,R2G 0V3,2046639996,,,721704,,,,CARPET & RUG CLEANERS,CONKLIN,PETER,OWNER
,,,,,,,,,ABC FILING & BUSINESS SYSTS,"SMITH, KENNETH",1826 GRANT AVE,,WINNIPEG,R3N 0N3,2044535048,,,252204,,,,OFFICE FURNITURE & EQUIP-MFRS,SMITH,ALLAN,OWNER
,,,,no,,,,,ABC FIRE & SAFETY EQUIP LTD,DAVE JEANSON,800 MARION ST,,WINNIPEG,R2J 0K4,2042336083,,,999999,11,,9,,,A,2
,,,,,,,,,ABC MONTESSORI SCHOOL,"FERNANDO, PEARL",340 COCKBURN ST N,1,WINNIPEG,R3M 2P5,2044881291,,,835102,,,,SCHOOLS-NURSERY & KINDERGARTEN ACADEMIC,FERNANDO,JANET,RELIGIOUS DIR
,,,,,,,,,ABC POWER TOOLS & GARDEN,"KOENIG, ANDY",201 REGENT AVE W,,WINNIPEG,R2C 1R3,2042241760,,,525101,,,,SAWS,KOENIG,DAVID,OWNER
,,,,,,,,,ABC PROGRAM,"MCANC, JEAN",1045 GOVERNER AVE,,WINNIPEG,R3N 0M8,2044758988,,,835101,,,,CHILD CARE SERVICE,MCANC,ROBERT,OWNER
2,"Wednesday, March 07, 2018",,MM - none,no,$25,,Dr. Catrysse was in a meeting.  Girl at front desk says they've been happy with their CL service,,Catrysse Veterinary Services,"CATRYSSE, NOEL DVM",3234 PORTAGE AVE,,WINNIPEG,R3K 0Y9,2044899111,,,74201,,,,VETERINARIANS,CATRYSSE,DENNIS,OWNER
,,,,no,,,,,ABC TAXI,BEBE YOHANNES,658 10TH ST,C,BRANDON,R7A 4G5,2047261600,,,869903,7,,5,ORGANIZATIONS,,A,2
,,,,,,,,,ABC TAXI,"YOHANNES, BEBE",144 12TH ST,,BRANDON,R7A 4L7,2047261600,,,412101,,,,TAXICABS & TRANSPORTATION SERVICE,YOHANNES,JACK,
,,,END 2000,NO,,,,,ABCO SUPPLY,,870 LAGIMODIERE BLVD,"WINNIPEG, MB ",WI NNIPEG,,(204)633-8071,9015,,,,,,,,,
,,,END 2004,NO,,,,,ABCO SUPPLY,,VICTORIA AVENUE EAST,"BRANDON, MB ",BRANDON,,,2100,,,,,,,,,
,,,END 2005,NO,,,,,ABCO SUPPLY & SERVICE,,1595 BUFFALO PLACE,"WINNIPEG, MB ",WINNIPEG,,,5825,,,,,,,,,
,,,END 2008,NO,,,,,ABCO SUPPLY & SERVICE LTD.,,1244 BORDER STREET,"WINNIPEG, MB R3H 0M6",WINNIPEG,R3H 0M6,(204)633-8071,2480,,,,,,,,,
,,,,no,,,,,ABCO SUPPLY & SVC LTD,DARCY SHORROCK,1346 SPRUCE ST,,WINNIPEG,R3E 2V7,2046338071,,,805909,11,,9,PERSONAL CARE HOMES,,A,2
,,,,,,,,,ABDI'S SUPERMARKET,"BARUD, ABDRIZAK",861 PORTAGE AVE,,WINNIPEG,R3G 0N8,2047832990,,,541105,,,,GROCERS-RETAIL,BARUD,GEORGE,OWNER
,,,,,,,,,ABDIWAHAB RASHID DAHIR,,25 ST VITAL RD,,WINNIPEG,R2M 1Z2,2044164135,,,999977,,,,NONCLASSIFIED ESTABLISHMENTS,,,
,,,,,,,,,"ABDULREHMAN, ABDUL S MD",,200 ST ANNE'S RD,,WINNIPEG,R2M 3A1,2042553998,,,801101,,,,PHYSICIANS & SURGEONS,ABDULREHMAN,,
,,,,YES,,,,,ABE BANMAN,,30102 ROAD 2 WEST,"ROSENORT, MB R0G 1W0",ROSENORT,R0G 1W0,(204)746-2135,6474,,,,,,,,,
,,,,YES,,,,,ABE WALL TRUCKING,"WALL, ABE",459 MANITOBA RD,,WINKLER,R6W 1S3,2043258361,4918,,753812,,,,TRUCK-REPAIRING & SERVICE,WALL,JACK,OWNER
,,,END 2004,NO,,,,,ABEL WESTERN LIMITED,,1375 CHURCH AVENUE,"WINNIPEG, MB R2X 2T7",WINNIPEG,R2X 2T7,,248,,,,,,,,A,2
,,,,,,,,,ABEL WESTERN LTD,"CALSBECK, RANDY",360 KEEWATIN ST,22,WINNIPEG,R2X 2Y3,2046335028,,,152105,,,,HOME IMPROVEMENTS,CALSBECK,MARCEL,PRINCIPAL
,,,,,,,,,ABELL MEDICAL CLINIC,,134 1ST ST,,WAWANESA,R0K 2G0,2048242327,,,801101,,,,PHYSICIANS & SURGEONS,,,
,,,,YES,,,,,ABELL PEST CONTROL,"HOOGERVORST, MARY",1353 SPRUCE ST,,WINNIPEG,R3E 2V8,2047833396,8233,,734201,,,,PEST CONTROL,HOOGERVORST,KEN,PRINCIPAL
,,,,,,,,,ABERDEEN CHIROPRACTIC OFFICE,"SPEIRS, ROBERT DC",1080 MAIN ST,,WINNIPEG,R2W 5J3,2045868424,,,804101,,,,CHIROPRACTORS DC,SPEIRS,DANIEL,ADMINISTRATOR
,,,,,,,,,ABERDEEN CHURCH,,265 FLORA AVE,,WINNIPEG,R2W 2R2,2042213000,,,866107,,,,CHURCHES,,DONALD A,
,,,,,,,,,ABERDEEN HOME IMPROVEMENTS,,542 TREMBLAY ST,,WINNIPEG,R2J 0N6,2042311890,,,521107,,,,WINDOWS,,,
,,,,,,,,,ABERDEEN PHARMACY,"DOLEEB, FATHELRAHMA",1553 ARLINGTON ST,,WINNIPEG,R2X 1V3,2045892993,,,591205,,,,PHARMACIES,DOLEEB,JACK,MANAGER
,,,END 2012,NO,,,,,ABE'S CYLINDER HEAD CLINIC,,114 MILLWORK DRIVE,"STEINBACH, MB R5G 1W1",STEINBACH,R5G 1W1,(204)326-4424,3922,,,,,,,,,
,,,,no,,,,,ABESCO LIMITED,JIM VEITCH,566 DOBBIE AVE,,WINNIPEG,R2K 1G4,2046673981,,,821103,11,,9,ACCOUNTANTS,,B,2
,,,,,,,,,ABIBNDANT LIFE CHURCH,"BESSA, MANUEL",465 ATLANTIC AVE,,WINNIPEG,R2W 0R7,2045828723,,,866107,,,,CHURCHES,BESSA,TRISH,PRINCIPAL
,,,,,,,,,ABILITY AWARENESS CTR FOR CND,,1911 PORTAGE AVE,1,WINNIPEG,R3J 0J3,2048887376,,,872105,,,,TAX CONSULTANTS,,,
,,,,,,,,,ABILITY HEATING & PLUMBING INC,,407 TURENNE ST,,WINNIPEG,R2J 0S5,2042370338,,,171105,,,,PLUMBING CONTRACTORS,,,
,,,,,,,,,ABILITY TRANSPORT LTD,"KHOSA, RO",749 WALL ST,,WINNIPEG,R3G 2T6,2046325612,,,411901,,,,HANDICAPPED TRANSPORTATION SERVICE,KHOSA,CANON,MANAGER
